CUI,mention
C0005388,bilious fluid
C0085678,nasogastric tube
C0013404,dyspnea
C0004144,atelectasis
C0032285,pneumonia
C0282386,Her levofloxacin
C0085678,a nasogastric
C0740057,Decadron
C3665472,her chemotherapy
C0009566,complication
C1272738,her JP drain
C0728755,Dilaudid
C0030193,pain
C0699194,Ativan
C0003467,anxiety
C0206046,Zofran
C0027497,nausea
C0701017,Compazine
C0027497,nausea
C0740057,Decadron
C3665472,chemotherapy
C0282139,Colace
C0354688,Albuterol inhalers
C0043144,wheezing
C0543467,her surgery
C0015252,removal
C0492746,her retention sutures
C0012826,lysis of adhesions
C0012826,lysis of adhesions
C0024203,lymph node dissection
C0238767,bilateral
C0000731,abdominal distention
C0205329,progressive
C0000737,abdominal pain
C1446787,crampy
C0000726,abdominal
C0017168,GERD
C0205231,extensive
C1704353,fluid
C0577559,mass
C2963144,clear
C0549177,large
C0685931,fluid filled abdomen
C0205345,relatively
C0700321,small
C0577559,mass
C0205250,elevated
C0201549,CA 125
C0085105,breast self examination
C0205272,regular
C0013404,shortness of breath
C0205392,some
C0238767,bilateral
C0024203,node dissection
C0001418,adenocarcinoma
C0205617,poorly differentiated
C0346161,carcinoma of the ovary
C0440743,serous
C0014834,E. coli
C0205081,moderate
C0032227,pleural effusion
C0205091,left
C0032227,pleural effusion
C0205090,right
C0700321,small
C0702116,consolidations
C1261077,left lower lobe
C0042963,emesis
C0205392,some
C0564405,relief
C0205341,repeat
C0039985,chest x-ray
C0032227,pleural effusion
C0549178,persistent
CUI-less,trials
C1444194,clamping
C0085678,nasogastric tube
C0205250,high
C1609982,residuals
C0079083,Carboplatin
C0144576,Taxol
C3665472,chemo therapy
C3665472,chemotherapy
C1272171,next
C0004096,asthma
C0159028,symptoms
C0017152,gastritis
C0002645,AMOXICILLIN
C0079488,H.Pylori
C0055856,CLARITHROMYCIN
C0074554,SIMVASTATIN
C0055856,CLARITHROMYCIN
C0074554,SIMVASTATIN
C0055856,CLARITHROMYCIN
C0020261,HYDROCHLOROTHIAZIDE
C3207261,CLARITHROMYCIN PO
C0074554,SIMVASTATIN
C0055856,CLARITHROMYCIN
C0074554,SIMVASTATIN
C0055856,CLARITHROMYCIN
C0937846,ESOMEPRAZOLE
C0086787,PERCOCET
C0065374,LISINOPRIL
C0004147,ATENOLOL
C0017152,Gastritis
C0017152,gastritis
C0028754,Obesity
C0020538,HTN
C0020443,High Cholesterol
C1956346,CAD
C0015260,ETT
C0022116,ischemia
C0013516,ECHO
C3466369,sl ntg
C0203065,Barium Swallow
C0203057,UGI
C0024485,MRI
C0203762,HIDA
C0040405,CT
C0585179,Roux en Y GBP
C0030193,this pain
C0259901,GI
C0030193,the pain
C0030193,Her pain
C0042963,emesis
C0085594,fever/chills
C0013404,sob
C0079304,EGD
C0017152,gastritis
C1261287,stricture
C0041582,ulcer
C1299597,empiric treatment
C3241940,roux en y anastamosis
C0203762,HIDA scan
C0028778,obstruction
C0040405,CT
C0420266,further workup
C1960724,post prandial pain
C0412403,HIDA with CK challenge
C0005416,biliary dyskinesia
C0015967,fevers
C0085593,chills
C0027497,nausea
C0042963,vomiting
C0011991,diarrhea
C1261322,evaluation
C0243032,MRA
C0412403,HIDA with CCK challenge
C0003232,the antibiotics
C0079488,H. Pylori
C0079488,h.pylori
C0087111,tx
C0032825,POTASSIUM CHLORIDE
C0032825,KCL
C0085934,WELLBUTRIN
C0700563,BUPROPION HCL
C0079488,H. Pylori
C0087111,tx
C0009924,Contrast
C2317349,IV
C0205307,nl
C0015260,ETT
C0022116,ische
CUI-less,ND
C1299393,mod severe
C0232493,epigastric pain
C0444598,mid
C0027497,nausea
C0036239,satiety
C0205267,intermittent
C0376674,post-prandial
C0002423,outpt
C0079304,EGD
C0018932,BRBPR
C0025222,melena
C0079488,H. Pylori
C1446409,positive
C0002423,outpatient
C0243032,MRA
C0079488,H. pylori
C0087111,treatment
C0442808,increasing
C1960724,pain with food
C0678181,ZOCOR
C0074554,SIMVASTATIN
C0591301,COZAAR
C0126174,LOSARTAN
C0678180,LAMICTAL
C0064636,LAMOTRIGINE
CUI-less,SLOW REL.
CUI-less,SLOW RELEASE
CUI-less,SR
CUI-less,SUSTAINED RELEASE
C0730607,Severe chronic obstructive pulmonary disease
C1145670,Respiratory failure
C0018802,Congestive heart failure
C0585105,Right lower lobe pneumonia
C0403645,Atonic bladder
C0150798,suprapubic catheter
C0003467,Anxiety
C1956346,Coronary artery disease
C0007102,colon cancer
C0149750,hemicolectomy
C0730607,severe chronic obstructive pulmonary disease
C0035229,respiratory insuffiencey
C0032285,pneumonia
C2364135,discomfort
C0150798,his suprapubic catheter
C2364135,discomfort
C0085590,his catheter
C0574066,increasing shortness of breath
C0683369,confused
C0233407,disoriented
C0013404,shortness of breath
C0015967,fevers
C0085593,chills
C0038056,sputum
C0008031,chest pain
C0085619,orthopnea
C1956415,paroxysmal nocturnal dyspnea
C0428168,P02
C0428189,PC02
C0202165,PH
C0035239,respiratory therapy
C0199447,nebulizer treatments
C0021925,intubation
C1299376,nasal oxygen
C0563322,intravenous steroids
C0559680,intravenous antibiotics
C0039985,A chest x-ray
C0039985,his chest x-ray
C0032285,pneumonia
CUI-less,Associated medical problems
C0403645,Atonic bladder
C0150798,a suprapubic tube
C0003467,Anxiety
C1956346,Coronary artery disease
C0002962,angina
C0007102,colon cancer
C0009274,a colectomy
C0699194,Ativan
C0592218,Trusopt
C0593887,Xalatan
C0525227,Brimonidine
C0591282,Combivent
C0060501,Aerobid
C0037688,Sorbitol
C0005824,a blood pressure
C0034107,heart rate
C1443397,respiratory rate
C0204688,His temperature
CUI-less,"head , eyes , ears , nose and throat exam"
C1167958,jugular venous distention
C1265602,masses
C0436121,Lung exam
C0238844,decreased breath sounds
C0240859,crackles in the bases
C0043144,wheezes
C0035508,rhonchi
C0562319,Heart exam
C0018808,murmur
C0232237,S3
C0520960,nontender
C0746412,masses palpable
C0199900,Rectal exam
C2711635,stool heme
C0027853,Neurological exam
C1287940,Deep tendon reflexes
C0337443,Sodium
C0202194,potassium
C0337438,glucose
C0428168,P02
C0428189,PC02
C0202165,PH
C0005845,Blood urea nitrogen
C0201975,creatinine
C0202239,uric acid
C0201850,alkaline phosphatase
C0018935,hematocrit
C0023508,white blood cell count
C0042014,Urine analysis
C0023508,white blood cells
C0014772,red blood cells
C1623258,Electrocardiogram
C0039239,sinus tachycardia
C0199447,nebulizer treatments
C0001927,Albuterol
C0854248,gram negative pneumonia
C2919339,urine output
C0087111,his treatment
C0199447,nebulizer treatments
C0559680,intravenous antibiotics
C0445398,the patient &apos;s diuresis
C1287398,his respiratory status
C0039985,A chest x-ray
C1265876,the opacities
C0039985,the chest x-ray
C0034063,pulmonary edema
C0003232,antibiotics
C0032285,pneumonia
C0003232,The antibiotic
C0721336,Levaquin
C0040193,The Ticarcillin
C1287398,The patient &apos;s respiratory status
C1287398,his respiratory status
C0699992,Lasix
C0008783,Cimetidine
C0199176,prophylaxis
C0030920,peptic ulcer disease
C0700777,Prilosec
C0017152,gastritis
C0017168,gastroesophageal reflux disease
C0027497,nausea
C0042963,vomiting
C0017181,gastrointestinal bleeding
C0000737,The patient &apos;s abdominal pain
C0700777,Prilosec
C0949766,physical therapy
C3845566,a rehab facility
C0730607,severe chronic obstructive pulmonary disease
C3845566,a rehab facility
C0949766,Physical Therapy
C0001927,Albuterol
C0019134,Heparin
C0699194,Ativan
C1299376,Nasal oxygen
C0721336,Levaquin
C0699992,Lasix
C0032952,Prednisone
C3240053,Xalatan eyedrops
C0594452,Alphagan
C0592218,Trusopt
C0700777,Prilosec
C2937276,slight
C0013404,shortness of breath
C0332185,recent
C0041912,upper respiratory infections
C0443172,change
C0010200,cough
C0205081,moderate
C0476273,respiratory distress
C0205265,initial
C0005800,blood gases
C0549178,continuous
C0035239,respiratory therapy
C0205081,moderate
C0476273,respiratory distress
C0205081,moderate
C0476273,respiratory distress
C0205156,previous
C1623258,electrocardiogram
C0750502,significant
C0443172,changes
C2317349,intravenous
C0040193,Ticarcillin
C2317349,intravenous
C0699992,Lasix
C2317349,intravenous
C0701466,Solu-Medrol
C0205392,some
C0205161,abnormality
C1261075,right lower lobe
C0205404,serious
C0032285,pneumonia
C2945599,mild
C1291078,epigastric discomfort
C0549178,continued
C0035239,respiratory therapy
C0445115,normal saline
C0150798,suprapubic catheter
C0205146,area
C0449652,site of the catheter
C0019080,blood
C0205392,some
C0013216,medications
CUI-less,usual
C0442519,at home
C1299376,nasal oxygen
C0030054,02
C0001927,Albuterol
C2919541,nebulizers
C0205314,new
C0443172,changes
C0013990,emphysema
C0238767,bilateral
C0205082,severe
CUI-less,usual
C0577703,scarring
C0577703,lungs
C0225754,both lungs
C0577915,air space opacifications
C0205314,new
C0225731,left apex
C1261075,right lower lobe
C0034063,pulmonary edema
C0332514,asymmetric
C0027530,Neck
C0031809,exam
C0030054,02
C1621940,creatinine phosphokinase isoenzymes
C0442811,too low
C0443162,brisk
C0445398,diuresis
C0004238,FIBRILLATION . Uns
C0004238,ASSOCIATED DIAGNOS
C0342208,istory of hypertens
C0020538,of subtotal
C0193790,. PRINCIPAL PROCEDURE
C0542380,. HISTORY OF PRESENT ILL
C0033497,rocainamide
C0034414,Tenormin
C0033216,"orpace , Cor"
C0592168,"d , and"
C0701129,cainide
C0591292,re used
C0016229,were stopp
C0231199,", she had c"
C0085532,ejection fraction gr
C0232174,than 50% . She did
C0003195,ctober of this year w
C0424551,. She was started on Coumadi
C0699129,mpt at D
C0542380,11/16/96 . She has been on
C0699129,d to hav
C0522052,d shortness of breath .
C0020538,r ; subtotal
C0342208,yroidectomy . MEDIC
C0193790,ONS : Include Cardizem
C0700579,10 mg dail
C0728957,mg daily
C0012265,mg eve
C0699992,GIES
C0034414,ibiotics
C0700861,HYSICAL E
C0599503,ION : On examinat
C0031809,0 ; heart r
C0005824,120 per minut
C0034107,illation )
C0004238,noted to be anxiou
C0003467,ion or
C1167958,Heart sounds were no
C0007280,. The lungs w
C0562238,was no peripheral edema
C0085649,pable . LABORATO
C0430456,lation with a QT interval o
C0004238,conds . There were
C0009555,eatinine were within n
C0201992,al limits .
C0005845,wa
C0201975,vated at 2
C1254541,for
C0013516,etely normal left
C0149721,"ertrophy , which had been an"
C0013516,96 . HOSPITAL COU
C0033429,ttempt at e
C0542380,"is failed , despite one"
C0033429,Amiodarone
C0002598,ys . The p
C0002598,showed no
C1623258,"prior to discharge ,"
C0151878,tests will be
C0024119,nt goes home today . The
C0542380,r Coumadin until then an
C0002598,rangements
C0699129,e made t
C0002598,cations .
C0332183,lar cont
C0151636,actions and infrequent short runs
C2945599,MED
C0013404,CAL HISTORY : Inclu
C0457453,A RHALTKA
C0013216,ISPEHBREUN
C2919575,achycardia ( one four-beat run ) in 1
C0521114,n-sustaine
C1272706,icul
C1806781,vent
C1142306,pid ventricular rate after several days of decrea
C0438167,complete blood coun
C0232326,nonspecifi
C0232326,te blood coun
C0205219,ch were
C0442887,been raised on an
C0332514,ue that ha
C0007102,Colon cancer
C0012813,diverticulitis
C0008320,cholecystectomy
C0003611,appendectomy
C0020538,hypertension
C0192863,Transverse colectomy
C0027651,tumor
C0012813,diverticulitis
C0007102,colon cancer
C0009378,colonoscopy
C1291077,bloating
C0016204,flatulence
C0011991,diarrhea
C1262477,weight loss
C0008320,Cholecystectomy
C0009378,colonoscopy
C0040423,tonsillectomy
C0003611,appendectomy
C1384485,NSVD
C0020538,hypertension
C3239607,Premarin vaginal
C0014025,enalapril
C0699142,Tylenol
C0042890,vitamins
C0733624,Halcion
C0031809,exam
C0277797,afebrile
C0150404,Her vital signs
C0034107,heart rate
C0523807,oxygen saturation
C0004339,auscultation
C0018808,murmurs
C0232267,rubs
C0232200,gallops
C0520960,nontender
C0577599,nondistended
C0013604,edema
C0543467,surgery
C0192863,transverse colectomy
C0027651,tumor
C0184661,the procedure
C0009566,complications
C0812144,an epidural
C0078944,PCA
C1304888,pain control
C0419179,NPO
C2184084,clear liquids
C0002771,her pain medication
CUI-less,blood pressure control
C0025859,metoprolol
C0014025,enalapril
C0949766,physical therapy
C0030193,pain
C0699142,Tylenol
C0030193,pain
C0025859,Metoprolol
C0699203,Motrin
C0030193,pain
C0733624,Halcion
C0591416,Dulcolax
C0009806,constipation
C3489575,Senna
CUI-less,fever greater than 101
C3698418,bleeding from the surgical wounds
C0558149,pus from the wounds
C0025859,metoprolol
CUI-less,blood pressure control
C0003015,her ACE inhibitor
C0001418,adenocarcinoma
C0205281,invasive
C0205616,moderately differentiated
C0015672,fatigue
C0205217,increased
C0205392,some
C2364135,discomfort
C0230180,left lower abdomen
C0230366,left wrist
C1297885,ORIF
C0198010,ear surgery
C0262581,No known drug allergies
C0005824,blood pressure
C1290922,Baseline
CUI-less,no acute distress
C0032790,post surgical
C0301569,soft diet
C2316867,oral
C0002771,pain medications
C0229299,left ear
C2316867,p.o.
C0002771,pain regimen
